residence,variable,estimate,lci,uci,type,est_ci,n,stratification,strata
Rural,dm_unscreened,18.6,18,19.1,Proportion,"18.6 (18, 19.1)",59354,,NA
Rural,dm_undiagnosed,30.9,30.2,31.6,Proportion,"30.9 (30.2, 31.6)",59354,,NA
Urban,dm_unscreened,10.8,10.2,11.4,Proportion,"10.8 (10.2, 11.4)",33909,,NA
Urban,dm_undiagnosed,23.4,22.6,24.3,Proportion,"23.4 (22.6, 24.3)",33909,,NA
Rural,dm_unscreened,17.5,16.8,18.3,Proportion,"17.5 (16.8, 18.3)",30411,sex,Female
Rural,dm_undiagnosed,29.5,28.6,30.3,Proportion,"29.5 (28.6, 30.3)",30411,sex,Female
Rural,dm_unscreened,19.6,19,20.3,Proportion,"19.6 (19, 20.3)",28943,sex,Male
Rural,dm_undiagnosed,32.4,31.5,33.2,Proportion,"32.4 (31.5, 33.2)",28943,sex,Male
Urban,dm_unscreened,9.8,9.1,10.6,Proportion,"9.8 (9.1, 10.6)",17717,sex,Female
Urban,dm_undiagnosed,22.1,21.1,23.1,Proportion,"22.1 (21.1, 23.1)",17717,sex,Female
Urban,dm_unscreened,11.9,11.1,12.7,Proportion,"11.9 (11.1, 12.7)",16192,sex,Male
Urban,dm_undiagnosed,24.9,23.8,26,Proportion,"24.9 (23.8, 26)",16192,sex,Male
Rural,dm_unscreened,23,21.7,24.3,Proportion,"23 (21.7, 24.3)",10619,age_category,18-39
Rural,dm_undiagnosed,34.6,33,36.2,Proportion,"34.6 (33, 36.2)",10619,age_category,18-39
Rural,dm_unscreened,19.1,18.4,19.8,Proportion,"19.1 (18.4, 19.8)",34343,age_category,40-64
Rural,dm_undiagnosed,32,31.2,32.8,Proportion,"32 (31.2, 32.8)",34343,age_category,40-64
Rural,dm_unscreened,14.1,13.3,14.9,Proportion,"14.1 (13.3, 14.9)",14392,age_category,65 plus
Rural,dm_undiagnosed,25.4,24.4,26.4,Proportion,"25.4 (24.4, 26.4)",14392,age_category,65 plus
Urban,dm_unscreened,20.1,18.3,21.9,Proportion,"20.1 (18.3, 21.9)",5124,age_category,18-39
Urban,dm_undiagnosed,33.7,31.4,36,Proportion,"33.7 (31.4, 36)",5124,age_category,18-39
Urban,dm_unscreened,10.5,9.8,11.2,Proportion,"10.5 (9.8, 11.2)",20398,age_category,40-64
Urban,dm_undiagnosed,24.2,23.3,25.2,Proportion,"24.2 (23.3, 25.2)",20398,age_category,40-64
Urban,dm_unscreened,6.2,5.5,7,Proportion,"6.2 (5.5, 7)",8387,age_category,65 plus
Urban,dm_undiagnosed,15.9,14.7,17.1,Proportion,"15.9 (14.7, 17.1)",8387,age_category,65 plus
Rural,dm_unscreened,14.5,12.6,16.4,Proportion,"14.5 (12.6, 16.4)",4727,education,Higher
Rural,dm_undiagnosed,26.7,24.6,28.8,Proportion,"26.7 (24.6, 28.8)",4727,education,Higher
Rural,dm_unscreened,22.3,21.5,23.1,Proportion,"22.3 (21.5, 23.1)",21435,education,No education
Rural,dm_undiagnosed,33.8,32.8,34.8,Proportion,"33.8 (32.8, 34.8)",21435,education,No education
Rural,dm_unscreened,17.7,16.7,18.8,Proportion,"17.7 (16.7, 18.8)",10767,education,Primary
Rural,dm_undiagnosed,30,28.8,31.3,Proportion,"30 (28.8, 31.3)",10767,education,Primary
Rural,dm_unscreened,16.4,15.7,17.1,Proportion,"16.4 (15.7, 17.1)",22425,education,Secondary
Rural,dm_undiagnosed,29.4,28.5,30.4,Proportion,"29.4 (28.5, 30.4)",22425,education,Secondary
Urban,dm_unscreened,9,7.9,10.1,Proportion,"9 (7.9, 10.1)",6463,education,Higher
Urban,dm_undiagnosed,21.3,19.7,22.9,Proportion,"21.3 (19.7, 22.9)",6463,education,Higher
Urban,dm_unscreened,13.1,12,14.3,Proportion,"13.1 (12, 14.3)",6414,education,No education
Urban,dm_undiagnosed,26.1,24.5,27.7,Proportion,"26.1 (24.5, 27.7)",6414,education,No education
